advertiser_id_from_network,advertiser_campaign_id_from_network,name,destination_phone_number,url
73299,7618,Black Diamond Repairs,8017711510,http://www.mitsubishicomfort.com
73299,7619,Comfort Now LLC,6094001005,http://www.mitsubishicomfort.com
73299,7620,Dayco Heating and Air,5095869464,http://www.mitsubishicomfort.com
73299,7621,Four Season's Heating & Cooling,9208321462,http://www.mitsubishicomfort.com
73300,7622,Cincinnati Air Conditioning Company,5137215622,http://www.mitsubishicomfort.com
73300,7623,"Airsurge, inc.",7049620310,http://www.mitsubishicomfort.com
73299,7624,"Commercial Air, Inc. - Eugene, OR",5414614821,http://www.mitsubishicomfort.com
73299,7625,Robinson Heating,5419472096,http://www.mitsubishicomfort.com
73300,7626,Boehmer Heating & Cooling Company,4123814100,http://www.mitsubishicomfort.com
73300,7627,Excellent Air Heating & Cooling,5858897840,http://www.mitsubishicomfort.com
73299,7628,"American Sheet Metal, Inc.",4064426150,http://www.mitsubishicomfort.com
73299,7629,"Comfort Solutions Heating & Cooling, Inc.",5036982665,http://www.mitsubishicomfort.com
73299,7630,Dave's World Windham,8004328786,http://www.mitsubishicomfort.com
73300,7631,Paul Huard,7744372159,http://www.mitsubishicomfort.com
73299,7632,Howell's Heating and A/C,8047981371,http://www.mitsubishicomfort.com
73300,7633,"Demelo Plumbing, Heating & Cooling",9785629959,http://www.mitsubishicomfort.com
73299,7634,"Bloomfield Cooling, Heating and Electric",9732370505,http://www.mitsubishicomfort.com
73300,7635,Lane Heating and Air,7706338701,http://www.mitsubishicomfort.com
73299,7636,"McCann Services, Inc.",7139882665,http://www.mitsubishicomfort.com
73300,7637,Rohr Mechanical,4343927480,http://www.mitsubishicomfort.com
73299,7638,"Tri County Comfort Systems, LLC.",2483796184,http://www.mitsubishicomfort.com
73299,7639,Macintyre Services LLC,8023883014,http://www.mitsubishicomfort.com
73299,7640,Heat-Co Mechanical,8156250111,http://www.mitsubishicomfort.com
73300,7641,Callabresi Heating And Cooling Inc.,7858252599,http://www.mitsubishicomfort.com
73300,7642,"Gordon's Heating, Air Conditioning and Plumbing",4052533766,http://www.mitsubishicomfort.com
73299,7643,"Busch Heating & Cooling, Inc.",6364642600,http://www.mitsubishicomfort.com
73299,7644,AC Systems,2566657305,http://www.mitsubishicomfort.com
73299,7645,"Mick's Plumbing, Heating & Air",3012712488,http://www.mitsubishicomfort.com
73299,7646,Action Heating + Cooling Inc.,9314841114,http://www.mitsubishicomfort.com
73299,7647,Dye Service,2563389744,http://www.mitsubishicomfort.com
73299,7648,Point Heating,7153451979,http://www.mitsubishicomfort.com
73299,7649,"J.R. Wortman Co., Inc.",7657636444,http://www.mitsubishicomfort.com
73299,7650,Grand Oaks Heating & Air Cond,6369262007,http://www.mitsubishicomfort.com
73300,7651,Gilbert P & H,2072846257,http://www.mitsubishicomfort.com
73299,7652,Residential Air Systems,9732273343,http://www.mitsubishicomfort.com
73300,7653,"Ballard's Plumbing, Heating, Air Conditioning & Refrigeration",2313473900,http://www.mitsubishicomfort.com
73299,7654,M.A. Kelly Group LLC,9042802266,http://www.mitsubishicomfort.com
73299,7655,"Redding's Plumbing, Heating & Air Conditioning",6099240166,http://www.mitsubishicomfort.com
73300,7656,Aiello Heating,4134429600,http://www.mitsubishicomfort.com
73299,7657,A & B Mechanical,3036884320,http://www.mitsubishicomfort.com
73299,7658,Stratton Mechanical,9137312466,http://www.mitsubishicomfort.com
73299,7659,AirPro Air Conditioning Heating,2818808805,http://www.mitsubishicomfort.com
73299,7660,Superior Comfort H & A/C,9133705283,http://www.mitsubishicomfort.com
73299,7661,Air Expert,7138494560,http://www.mitsubishicomfort.com
73299,7662,Samons Air Conditioning Inc.,9288553302,http://www.mitsubishicomfort.com
73299,7663,Northwest Energy Systems,3607347013,http://www.mitsubishicomfort.com
73299,7664,PP & S Heating,4258250917,http://www.mitsubishicomfort.com
73299,7665,"Ron Brock's Heating and Cooling, Inc.",6239399970,http://www.mitsubishicomfort.com
73299,7666,Scott's Heating & Air Conditioning,3609784936,http://www.mitsubishicomfort.com
73299,7667,Pickerington Eastland Heating & Cooling,6148374026,http://www.mitsubishicomfort.com
73299,7668,"Patriot Plumbing, Heating & Cooling Inc.",5098882010,http://www.mitsubishicomfort.com
73299,7669,Platte Heating & Air Conditioning,5099653538,http://www.mitsubishicomfort.com
73299,7670,The Heat Pump Store - Eugene,5032534084,http://www.mitsubishicomfort.com
73299,7671,The Heat Pump Store - Tillamook,5032534084,http://www.mitsubishicomfort.com
73299,7672,Jacob's HVAC/R,5092931441,http://www.mitsubishicomfort.com
73299,7673,Keen Climate Change,5097845336,http://www.mitsubishicomfort.com
73299,7674,Malone Heating & Air Conditioning,4236246647,http://www.mitsubishicomfort.com
73299,7675,Custom Comfort,5152021997,http://www.mitsubishicomfort.com
73299,7676,Four Seasons Heating & A/C LLC,5094576976,http://www.mitsubishicomfort.com
73299,7677,R & R Heating & Air Conditioning,5094841405,http://www.mitsubishicomfort.com
73299,7678,"Ron Jon Heating & Cooling, Inc.",9735609198,http://www.mitsubishicomfort.com
73299,7679,Quality Air Specialists Inc.,9087540055,http://www.mitsubishicomfort.com
73299,7680,Stay Cool Air Conditioning & Heating LLC,9082962099,http://www.mitsubishicomfort.com
73300,7681,Family Comfort Heating & Air,8659197158,http://www.mitsubishicomfort.com
73300,7682,"Luce, Schwab & Kase Inc.",9732274840,http://www.mitsubishicomfort.com
73300,7683,Ferguson Enterprises,7045095350,http://www.mitsubishicomfort.com
73299,7684,Links Custom Sheet Metal,5032988616,http://www.mitsubishicomfort.com
73299,7685,"PGA, Inc.",7153556717,http://www.mitsubishicomfort.com
73299,7686,Mr. Chill Air & Heat,8326984262,http://www.mitsubishicomfort.com
73299,7687,Marshall's Inc.,5415210330,http://www.mitsubishicomfort.com
73300,7688,Tempcontrol,2075633885,http://www.mitsubishicomfort.com
73299,7690,Garland Heating & Air,8066265497,http://www.mitsubishicomfort.com
73299,7691,NW Ventilation,3608346067,http://www.mitsubishicomfort.com
73299,7692,Integrity Heating & Cooling,7045963119,http://www.mitsubishicomfort.com
73299,7693,Unique Indoor Comfort,6308334400,http://www.mitsubishicomfort.com
73299,7694,H & H Heating and Air,8047844354,http://www.mitsubishicomfort.com
73299,7695,Energy-Wise Heating and Cooling,5856413080,http://www.mitsubishicomfort.com
73299,7696,Tom Rechtin Heating & Air Conditioning,8592618269,http://www.mitsubishicomfort.com
73299,7697,Flanders Heating & Air Conditioning,6317272760,http://www.mitsubishicomfort.com
73299,7698,Auburn Sheet Metal,2539390131,http://www.mitsubishicomfort.com
73299,7699,Ferran Services & Contracting,3863226168,http://www.mitsubishicomfort.com
73299,7700,Total Mechanical Systems LLC,8603141518,http://www.mitsubishicomfort.com
73299,7701,"Absolute Comfort Technology, LLC",5099612323,http://www.mitsubishicomfort.com
73299,7702,Arrow Mechanical,2102628744,http://www.mitsubishicomfort.com
73299,7703,Standard Heating & Air Conditioning,6128242656,http://www.mitsubishicomfort.com
73299,7704,Webb 2 Webb Heating,6143480965,http://www.mitsubishicomfort.com
